time,value,unit
2018-05-15 03:33:00 +0000,59.07056355,deg F
2018-05-15 03:34:00 +0000,73.27021825,deg F
2018-05-15 03:35:00 +0000,69.86230113,deg F
2018-05-15 03:36:00 +0000,63.61445306,deg F
2018-05-15 03:37:00 +0000,69.40791218,deg F
2018-05-15 03:38:00 +0000,74.97417682,deg F
2018-05-15 03:39:00 +0000,66.454384,deg F
2018-05-15 03:40:00 +0000,65.20481438,deg F
2018-05-15 03:41:00 +0000,65.12908289,deg F
2018-05-15 03:42:00 +0000,68.38553704,deg F
2018-05-15 03:43:00 +0000,66.64371273,deg F
2018-05-15 03:44:00 +0000,63.61445306,deg F
2018-05-15 03:45:00 +0000,71.64199118,deg F
2018-05-15 03:46:00 +0000,69.99532664,deg F
2018-05-15 03:47:00 +0000,66.75730996,deg F
2018-05-15 03:48:00 +0000,66.454384,deg F
2018-05-15 03:49:00 +0000,66.454384,deg F
2018-05-15 03:50:00 +0000,76.62008714,deg F
2018-05-15 03:51:00 +0000,73.25092323,deg F
2018-05-15 03:52:00 +0000,73.308084,deg F
2018-05-15 03:53:00 +0000,76.62008714,deg F
2018-05-15 03:54:00 +0000,76.62008714,deg F
2018-05-15 03:55:00 +0000,63.59770079,deg F
2018-05-15 03:56:00 +0000,69.84390354,deg F
2018-05-15 03:57:00 +0000,64.96050866,deg F
2018-05-15 03:58:00 +0000,69.38963425,deg F
2018-05-15 03:59:00 +0000,63.48413346,deg F
2018-05-15 04:00:00 +0000,69.99532664,deg F
2018-05-15 04:01:00 +0000,62.0671164,deg F
2018-05-15 04:02:00 +0000,71.62312493,deg F
2018-05-15 04:03:00 +0000,81.84418399,deg F
2018-05-15 04:04:00 +0000,65.09478062,deg F
2018-05-15 04:05:00 +0000,83.60137813,deg F
2018-05-15 04:06:00 +0000,66.60861273,deg F
2018-05-15 04:07:00 +0000,80.04387268,deg F
2018-05-15 04:08:00 +0000,80.08171848,deg F
2018-05-15 04:09:00 +0000,71.15010905,deg F
2018-05-15 04:10:00 +0000,76.63775044,deg F
2018-05-15 04:11:00 +0000,69.37135632,deg F
